"dataelement","period","orgunit","categoryoptioncombo","value","storedby","timestamp","comment","followup"
"cI3OTahNbFi","2011","Awf0xuEXcHs","P3p47Zcxn1C",2769,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","CDjcfSFeb6l","P3p47Zcxn1C",3435,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","K6epZeEwVfX","P3p47Zcxn1C",2571,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","yFjcvC57uGu","P3p47Zcxn1C",13820,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","yfOYQbDYsuj","P3p47Zcxn1C",11767,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","eEunodPEvJB","P3p47Zcxn1C",2532,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","t0Tsj2i2b85","P3p47Zcxn1C",4357,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","gMNfshfei2d","P3p47Zcxn1C",4987,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","wUgSjY0hyMn","P3p47Zcxn1C",3517,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","ngpReXIZrz5","P3p47Zcxn1C",2788,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","nvca9rd457M","P3p47Zcxn1C",2631,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","cFfRojrIZ3K","P3p47Zcxn1C",3648,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","RuyvujRz8LQ","P3p47Zcxn1C",4905,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Sl0wkntFsLp","P3p47Zcxn1C",3736,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","N47L8WFW5jj","P3p47Zcxn1C",3175,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","gYaTPL4jQxw","P3p47Zcxn1C",6134,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","sFGXa6qsjv8","P3p47Zcxn1C",7905,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","xztjYLtWjem","P3p47Zcxn1C",6585,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","YJPiD2z9qDB","P3p47Zcxn1C",8576,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","tZN6FsyNJY3","P3p47Zcxn1C",5518,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","NSkLv7RSuCX","P3p47Zcxn1C",5662,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","BXiMWWiDm1y","P3p47Zcxn1C",3694,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","uJ2DxToRYo1","P3p47Zcxn1C",4374,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","KmdR3j1dTQq","P3p47Zcxn1C",3104,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","WEMsVrZqMgn","P3p47Zcxn1C",4541,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","EnAB2zpaKcE","P3p47Zcxn1C",4941,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","eUFVtObCspF","P3p47Zcxn1C",4904,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","VE6WQVmh7Xa","P3p47Zcxn1C",4254,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","n11bvICat8c","P3p47Zcxn1C",15629,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","q2Ak3xkVyLL","P3p47Zcxn1C",2137,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","sf9XoFLERSo","P3p47Zcxn1C",1927,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Qq18Vhp1lUf","P3p47Zcxn1C",4443,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","ppdhpy8DXSP","P3p47Zcxn1C",4835,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","FfD5D767epP","P3p47Zcxn1C",2161,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","G8i55QQkIbl","P3p47Zcxn1C",3450,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","tjwaWGy9Idy","P3p47Zcxn1C",2519,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","yDhnWCUEulJ","P3p47Zcxn1C",3746,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","NKwJVnnyhH7","P3p47Zcxn1C",1782,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","jAtsWs7EGM1","P3p47Zcxn1C",6490,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","fGLDtHf6Tat","P3p47Zcxn1C",12671,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","F7M4YeEDeMx","P3p47Zcxn1C",5289,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","yq3zMHhcgiD","P3p47Zcxn1C",8381,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","tWxDFCIbKjL","P3p47Zcxn1C",5138,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Nkhcv9mAl7P","P3p47Zcxn1C",8902,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","EaeoVp0yQ3f","P3p47Zcxn1C",4009,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","xLALYL9Ct1b","P3p47Zcxn1C",5709,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","AlrlpNgoC8l","P3p47Zcxn1C",5739,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","kSXoVm9ajFt","P3p47Zcxn1C",4494,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","w4FXG5wim86","P3p47Zcxn1C",2506,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","vxE2KpRByGx","P3p47Zcxn1C",3954,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","RQ0afFdsuF1","P3p47Zcxn1C",5280,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Lgc5UEFDxyu","P3p47Zcxn1C",3592,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","bV75AbdMvtI","P3p47Zcxn1C",2718,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Il1Yik33P97","P3p47Zcxn1C",7351,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","dxLH8YuUnaM","P3p47Zcxn1C",35274,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","lJucXNvhgcM","P3p47Zcxn1C",3305,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","l84hsiE5Q4X","P3p47Zcxn1C",4398,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","hRYB2e63LUq","P3p47Zcxn1C",3016,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","IwZf2NNdzyU","P3p47Zcxn1C",4343,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","GUEGRbrHr52","P3p47Zcxn1C",4790,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","yVsbHZFoKf0","P3p47Zcxn1C",7635,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","lj4D1ZgGY4l","P3p47Zcxn1C",3883,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","CJsHP21tMQ9","P3p47Zcxn1C",2711,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","vaxRJtHnOYr","P3p47Zcxn1C",4279,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","mhJAAXRaLIB","P3p47Zcxn1C",3456,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","B0YiMYHDSwf","P3p47Zcxn1C",1874,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Y1MEAW4FWbP","P3p47Zcxn1C",5035,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","iJUzxCOtvSp","P3p47Zcxn1C",6000,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","pgy2pGhfllx","P3p47Zcxn1C",2387,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","zid02R5BXnj","P3p47Zcxn1C",5955,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","oJFECw4dvav","P3p47Zcxn1C",3291,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","SvDznKe7egh","P3p47Zcxn1C",3496,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","UfO5pgV47uC","P3p47Zcxn1C",4287,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","EQ1OtiSedkV","P3p47Zcxn1C",3915,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Tqzwqcl3iwm","P3p47Zcxn1C",2936,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","k7vPXWkSOrz","P3p47Zcxn1C",7527,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","knA4slEwvfG","P3p47Zcxn1C",5270,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","JUNqRlqPwpa","P3p47Zcxn1C",3080,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","FiL4Yv4pMpJ","P3p47Zcxn1C",2934,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","ai0nivGYQft","P3p47Zcxn1C",3850,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","IriUl9T6vsV","P3p47Zcxn1C",8731,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","PoT4pb82O89","P3p47Zcxn1C",1237,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","eOSGEAI4Dci","P3p47Zcxn1C",7301,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","zzb6b8Vl3vx","P3p47Zcxn1C",3278,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","ibYAzpLrj3X","P3p47Zcxn1C",2693,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","XKnoPW7zjS9","P3p47Zcxn1C",2808,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","lhPdgSKgNhu","P3p47Zcxn1C",4436,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","bOB1Cx7zPoj","P3p47Zcxn1C",7857,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Xj1HFhEhGlX","P3p47Zcxn1C",1932,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","F1zERk1nTdm","P3p47Zcxn1C",4496,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","IvWWykc3jkQ","P3p47Zcxn1C",1261,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Aje1uTkji8W","P3p47Zcxn1C",4491,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","MaRZMs2Q2oe","P3p47Zcxn1C",4482,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","a1RoCsqqcC6","P3p47Zcxn1C",5571,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","YSeorixnswV","P3p47Zcxn1C",3538,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","bBn0QFFETtY","P3p47Zcxn1C",4499,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Wi0uHt4q1VS","P3p47Zcxn1C",6295,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","SvGZtAPM43z","P3p47Zcxn1C",4037,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","KzOVG5nGP9c","P3p47Zcxn1C",3594,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","G1izcK8O4px","P3p47Zcxn1C",5770,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","EtrZ4ACXcSi","P3p47Zcxn1C",3861,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","P71k2PS2viS","P3p47Zcxn1C",6072,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","h0HhqsNpCfh","P3p47Zcxn1C",9138,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","vfmojKDKqF7","P3p47Zcxn1C",2758,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","t8gcBMwX67w","P3p47Zcxn1C",3086,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","CWYWjai1ZZc","P3p47Zcxn1C",4954,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","lJ8IZVFQdlk","P3p47Zcxn1C",7182,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","S9yfO7XfFer","P3p47Zcxn1C",4695,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","ExGIFBp6ybn","P3p47Zcxn1C",3793,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","lBZOEXnlVFY","P3p47Zcxn1C",17401,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Nl33ooKsAgV","P3p47Zcxn1C",6079,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","REIQJ9sfh9N","P3p47Zcxn1C",3960,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","fSVdSrqpN2X","P3p47Zcxn1C",16238,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","J6VGQXJqrFP","P3p47Zcxn1C",3797,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","OkKZXXo11iD","P3p47Zcxn1C",3203,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","UrjhYArJVoU","P3p47Zcxn1C",4179,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","cpCfY9c7hx1","P3p47Zcxn1C",3844,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","yTrKghmqW1J","P3p47Zcxn1C",4856,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","H9Coa6NU6al","P3p47Zcxn1C",4651,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","xZzzBU0nADr","P3p47Zcxn1C",8078,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","GlEdpWj7xeC","P3p47Zcxn1C",3903,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","zA7IgCcDR0g","P3p47Zcxn1C",3510,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","s5xoestHss0","P3p47Zcxn1C",4664,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","SKQBb589jxd","P3p47Zcxn1C",8092,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","bdirN9jeYUe","P3p47Zcxn1C",4046,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","BUmmU7EHfGp","P3p47Zcxn1C",6174,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","MN6vuanf4FW","P3p47Zcxn1C",5409,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","uSdyI3kdVHO","P3p47Zcxn1C",3648,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","vSsF0NxFdlP","P3p47Zcxn1C",1567,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","innUnqEv0vz","P3p47Zcxn1C",16088,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","LKh7sg4cMbp","P3p47Zcxn1C",6676,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","utJEwMDGGkO","P3p47Zcxn1C",18633,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","H5TO8BENwIC","P3p47Zcxn1C",3310,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","NxbuUEEjcm3","P3p47Zcxn1C",8682,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","cGlvc3G4Sse","P3p47Zcxn1C",6054,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Px3VzftFk6U","P3p47Zcxn1C",4294,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","WR8ovFAxB2r","P3p47Zcxn1C",2531,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","l5FFrWoIwk2","P3p47Zcxn1C",1362,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","KcOWWbrXcaM","P3p47Zcxn1C",5474,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","qgGspJdh6AR","P3p47Zcxn1C",2829,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","q3VOcWLI8Ad","P3p47Zcxn1C",2923,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","gmSSdXiv7Kn","P3p47Zcxn1C",6627,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","CotLUc3OJwa","P3p47Zcxn1C",5402,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","OvUkRRGzZd3","P3p47Zcxn1C",3700,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","xHkOMaDK6OS","P3p47Zcxn1C",6966,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","MJkdoBOKN5D","P3p47Zcxn1C",3657,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","L0ommveCygB","P3p47Zcxn1C",6982,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","w8EC2DBCIIx","P3p47Zcxn1C",2145,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","tP3ZsRYFxmQ","P3p47Zcxn1C",1114,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Nuccb36rdhe","P3p47Zcxn1C",7380,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","RW3jYDjYAsQ","P3p47Zcxn1C",3529,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","K1fZdZgi8uf","P3p47Zcxn1C",3027,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","gsGl6lhbQtD","P3p47Zcxn1C",3586,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","RkWYc5QWhM9","P3p47Zcxn1C",6230,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","SWeOU6lpW7t","P3p47Zcxn1C",6917,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","ZFWdE7KYk2u","P3p47Zcxn1C",5922,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","YvQ0jndmUzi","P3p47Zcxn1C",3929,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Hu0uuriG1X0","P3p47Zcxn1C",4486,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","vExmOyUzpir","P3p47Zcxn1C",1881,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","TGQAB8uSrMf","P3p47Zcxn1C",4943,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","AZZzEbbUNb3","P3p47Zcxn1C",2740,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","vqHTNBfYUzy","P3p47Zcxn1C",3454,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","lGRHPkVZrSQ","P3p47Zcxn1C",3970,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","QUyHYC45g0v","P3p47Zcxn1C",4030,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","oEcDa6FB93E","P3p47Zcxn1C",4609,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","SAjIls54CuZ","P3p47Zcxn1C",4738,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","tTtQ1TDiXRO","P3p47Zcxn1C",6352,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","y7iVWg9CP7m","P3p47Zcxn1C",4918,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","eENhJ5Dmc61","P3p47Zcxn1C",7958,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","vM0SspONTKF","P3p47Zcxn1C",6831,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","VYfwG0sL4rx","P3p47Zcxn1C",3897,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","dKaAMbF61k7","P3p47Zcxn1C",3209,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","RcMJkv7z9Al","P3p47Zcxn1C",1839,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","rMw9nGfs6Ia","P3p47Zcxn1C",3763,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","s3hpWPmrNS5","P3p47Zcxn1C",34822,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","tL5mGUK4XEE","P3p47Zcxn1C",2863,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Zz3q48bxyk7","P3p47Zcxn1C",3902,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","tHu7hymR6ex","P3p47Zcxn1C",4955,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","bgmV90Kt4XE","P3p47Zcxn1C",8441,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","STYVWq0kRB7","P3p47Zcxn1C",3299,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","hCfpxwssfu6","P3p47Zcxn1C",3591,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","zEmyb0Hkbi7","P3p47Zcxn1C",2101,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","xsu3dTWLMx6","P3p47Zcxn1C",3284,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","FgGfJz7UyF8","P3p47Zcxn1C",8073,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","CuuUMcCfMYd","P3p47Zcxn1C",5493,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","kVrYC6rYmhH","P3p47Zcxn1C",5297,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","imTndfrdNRB","P3p47Zcxn1C",2025,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","bTWM08GcM97","P3p47Zcxn1C",3310,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","QaZVA4lfbRK","P3p47Zcxn1C",4742,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","TZ2cuLGK3K6","P3p47Zcxn1C",17694,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","E7KspvgOaL2","P3p47Zcxn1C",4597,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","igvUSD5wXZT","P3p47Zcxn1C",13517,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","MfSis7Y0SsB","P3p47Zcxn1C",4447,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","mL5HhfI8AI1","P3p47Zcxn1C",1899,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Q7ms9doEQQj","P3p47Zcxn1C",1267,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","gu34Inyd9ZA","P3p47Zcxn1C",4275,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","h4TaMKKkoli","P3p47Zcxn1C",2798,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","OCIevH498hv","P3p47Zcxn1C",4148,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","Zn3DJ2P1fvO","P3p47Zcxn1C",4264,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2011","jZGO5Z8PyCI","P3p47Zcxn1C",4633,"admin","2013-01-30T07:27:01+0000","Import from R","false"
